Random waveform, supplied seed
Total number of intervals = 143 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237, 97783, 118966, 16631, 11743, 115026, 122371, 7198, 25022, 157513, 171975, 154918, 139185, 152724, 20845, 140348, 88725, 134088, 66126, 78214, 55191, 54081, 112478, 179666, 100584, 127920, 6594, 25020, 129587, 10277, 148458, 66114, 49261, 133049, 106628, 23498, 103564, 161774, 39037, 163622, 132405, 131596, 174543, 90567)
Average QPS expected = 94260
Timestamp start: 1746896064800
Timestamp end: 1746897065133

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      329.6   164.3    86.8   158.3   178.2   297.2   368.1   410.6   441.2   476.0   519.6   583.9   728.2  1460.1  5203.5 165727.6   165754
read      241.6   112.6    80.4   127.0   138.4   220.4   272.4   300.9   319.6   341.2   367.6   405.2   501.2  1138.4  3253.9  86662.6    86823
read      252.8   111.4    86.8   138.2   154.4   247.4   278.3   295.0   307.7   321.2   341.8   373.2   461.0  1205.9  5672.6  16994.1    16898
read      313.6   289.8    80.4   138.2   153.0   253.5   307.9   338.9   362.9   393.3   438.0   566.6  1642.9  3102.2  7291.2 123062.6   123124
read      241.3   115.3    86.8   125.0   135.7   222.4   278.3   305.4   323.0   343.0   367.9   404.1   497.1   810.1  2711.3  72367.6    72278
read      273.3   132.1    80.4   127.2   139.3   261.7   314.7   342.6   362.8   385.5   413.6   457.4   577.6  1535.4  2620.9  47698.9    47757
read      250.6   129.9    80.4   125.9   136.8   234.7   288.3   313.4   330.7   350.2   376.0   419.8   528.9  1438.7  3305.9  60218.9    60510
read      257.0   105.0    86.8   132.1   145.8   253.4   289.2   308.3   321.0   337.6   358.5   392.1   483.2  1036.7  3246.5  25240.3    25237
read      300.5   270.2    80.4   129.6   142.3   235.7   293.8   326.4   350.7   382.0   433.0   714.2  1497.8  2739.2  7057.9  97744.4    97783
read      249.4   136.7    80.4   131.9   144.9   226.0   274.0   302.3   322.0   345.6   375.6   422.4   538.5  1450.7  3742.3 118965.9   118966
